next_O3,next_PM2.5,next_PM10,next_CO,next_SO2,next_NO2
48.2,12.3,25.5,0.2,1.7,6.8
38.1,11.8,25.5,0.2,2.4,15.2
37.9,12.5,25.8,0.2,2.3,15.7
31.4,12.8,27.1,0.3,2.3,20.2
21.6,13.9,28.4,0.3,2.2,21.5
22.2,16,29.1,0.3,1.8,17.2
24.3,16.4,29.1,0.3,2,14.7
21.7,17.6,29,0.4,2,13.4
14.4,17.3,27.7,0.4,2.2,16.8
10.8,16.7,26.8,0.4,1.9,16.9
14.1,17.2,26,0.4,2.5,13.6
17.3,16.5,25,0.4,1.9,10.4
13.4,16.6,25.3,0.4,1.7,10.4
13.6,15.8,24.5,0.3,2,9.8
10.8,14.6,24.3,0.3,2.1,13.1
16.3,15,24,0.3,1.8,12.6
31.3,15.1,23.9,0.3,2.1,11.4
66.8,16.3,24.8,0.3,4.3,8.3
69.7,17.7,25.5,0.3,3.9,8.8
81.9,18.3,27.3,0.4,3.7,8
87.6,19.8,29.4,0.4,3.3,7
83.8,19.8,31.1,0.4,2.9,6.4
76.8,18.6,30.8,0.4,2.7,5.2
72.1,17.4,30.8,0.4,2.9,5.5
63.5,16.1,29.5,0.4,2.6,6.1
52.8,15.5,28.1,0.3,2.5,10
38.7,16.5,28,0.3,3.6,12.5
24.9,17.5,28.1,0.3,3.7,16.9
20.1,20.2,31,0.3,3.4,18.9
24.1,22.8,34,0.3,2.3,13.5
28.3,21.8,34,0.4,2,10.1
31,20.4,32.3,0.4,2.6,8.4
33.3,17,27.2,0.3,1.7,7.2
33.2,13.8,22.8,0.3,2,6.4
36.1,12.7,21,0.3,2.1,5.7
37.5,11.6,19.8,0.3,1.6,4.4
35,11.1,20,0.2,1.5,5.1
40.1,10.4,20.2,0.2,1.5,3.2
36.3,9.9,18.1,0.2,1.8,5.6
33.6,9.5,15.7,0.2,1.7,10.4
43,8.1,13.4,0.2,1.4,9
48.5,7.2,13,0.2,1.3,8.5
46.1,8.6,16.5,0.2,1.4,9.5
54.4,10.2,22,0.2,1.6,7.1
55.4,12.8,28,0.3,1.7,7.5
57.8,15,31.1,0.3,1.8,7.3
57.8,15.8,34.9,0.3,1.8,6
49.1,16.1,37,0.3,1.9,7.5
44.7,16.3,38.5,0.3,1.8,8.1
41.3,16.5,40.2,0.3,1.9,8
40.2,15.6,38.5,0.3,1.8,8.7
39.2,16.5,37.9,0.3,2,8.2
31.1,16.1,37.3,0.3,2.4,12.9
32.5,16.1,35.8,0.3,2.5,11.9
35.3,16.5,35.8,0.3,2.3,8.7
37,15.1,34.3,0.3,2.4,7.8
39,14.4,33,0.3,1.8,6
38.3,12.7,31.2,0.2,2.2,5.7
39.7,10.5,28.7,0.2,2.2,5.7
38.8,9.8,27,0.2,2.5,10.9
40.3,9.1,25.9,0.2,2,5.3
38.6,9.1,25.8,0.2,2.6,6.1
35.1,10.4,27.9,0.2,2.9,8.8
36.4,10.4,30.2,0.2,2.1,10.2
38.9,10.4,30.3,0.2,2.1,10.1
38.4,10,31,0.2,2.1,11.5
40.1,9.4,31.4,0.2,2,9.8
43.8,9.2,30.2,0.3,2,7.6
45.1,8.5,30.4,0.3,1.9,7.2
46.4,8.5,30.8,0.3,2.2,7.1
46.2,8.6,31.1,0.3,1.9,7.6
47,9,31.9,0.3,2.2,8.9
45.2,9.2,33,0.3,1.9,9.7
40.6,9.6,34.8,0.3,2,12.1
36.8,9.5,35.7,0.3,2.2,14.3
39.5,10.5,35.9,0.3,2,9.6
37.3,11.1,34.9,0.3,2.1,9.9
41.2,11.5,31.6,0.3,2.3,8.1
40.4,11.5,28.9,0.3,2.5,7.8
36.1,9.8,26.8,0.3,2.7,9.1
35.5,9.5,25.4,0.3,2.8,9.4
38.6,9.2,26.5,0.3,1.7,6
39,9.1,25.6,0.3,1.6,5.3
36.6,9.8,25.6,0.3,2.1,6.2
36.4,9.5,25.6,0.3,2.1,7
40.7,9.7,24.1,0.2,1.8,6.3
37.3,9.6,24.5,0.2,1.7,9.6
37.4,9,24,0.2,1.8,11
43.7,9,23.7,0.2,1.8,8.1
44.4,8.8,25.3,0.2,2.2,11.5
46.5,8.7,26.8,0.3,1.9,7.9
47,9,28.1,0.3,1.7,6.5
48.5,9.2,30.2,0.3,2,7
54.8,9.2,30.2,0.3,1.9,6.4
50.9,8.8,30.7,0.3,1.8,6.3
52.5,9.1,33,0.3,1.7,6.9
49.6,9,32.8,0.3,1.7,7.7
47.7,8.8,34.1,0.3,1.7,9.5
37.5,9.4,34.2,0.2,2.4,16.6
33.3,9.7,33,0.3,3.5,18.3
35.5,10.2,33.3,0.3,3,17.2
37.2,11.3,32.4,0.3,3,16.3
38.8,12.1,31.5,0.3,2.9,13.6
41.2,11.9,31.1,0.3,2.9,12
46.8,11.6,30.5,0.3,1,7
43.9,11.2,29.1,0.3,1.3,7.1
42.5,10.9,28.5,0.3,2,7.5
48.5,10.3,27.4,0.3,0.5,3.4
46.6,9.7,24.5,0.3,1.2,4.2
44.4,9,23.7,0.3,1.4,5.4
41.1,8.3,23,0.2,1.2,7.1
37.9,8.3,23.3,0.2,1.5,10.5
39.4,8.5,25.2,0.2,1.7,10.8
42.9,9.5,25.8,0.2,1.7,9.3
45.9,10.7,27,0.2,1.8,10.6
32.4,10.9,27.3,0.3,1.5,9.8
45.6,11.6,28.9,0.3,1.3,10.9
47.2,11.2,28.9,0.3,1.2,5.5
43.9,10.6,30.2,0.3,1.4,6.6
40.2,10.4,32.4,0.3,1.4,9.8
40.5,10.1,34.3,0.3,1.2,8.9
42.8,10.8,37.2,0.3,1.4,9.7
44,12,37,0.3,1.6,10.2
39.6,13,35,0.3,1.9,11.7
33.6,13.9,33.2,0.3,2.2,14.1
26.3,13.4,31.8,0.3,3.6,16.9
34.1,13.1,32.3,0.3,2.5,9.9
42.8,13.4,31.9,0.3,1.7,3.7
37.2,12.3,29.8,0.3,1.2,5.5
34.5,12.5,29.6,0.3,1.9,9.9
44.1,12.7,28.5,0.3,1.5,5.3
44.2,12.5,28,0.3,1.2,4.6
41.3,13,28.1,0.2,2.2,6
39.7,13.3,27.9,0.2,2.5,7.1
39.3,13,27.8,0.2,2.6,7.7
38.7,12.6,28.5,0.2,2.7,9.1
41.1,13.3,29.6,0.2,2,9.2
45.3,13.3,30.1,0.2,1.2,7
48.1,12.8,29.5,0.2,1.1,5.8
49.7,12,29.4,0.2,1.5,6.8
50,11.2,30.3,0.2,2,6.7
48,11.1,30.2,0.2,2,3.1
48.4,10.8,31.5,0.2,2,7.5
47.5,12.9,35.2,0.2,2,8.4
39.2,15.7,38.6,0.2,2,11.9
36.6,17.9,43,0.2,2,11
32.2,18.4,44.4,0.2,2,12.6
30.2,17.9,42.4,0.2,2,14
29.3,16.3,39.6,0.2,2,13.5
29.2,14.3,35.8,0.3,2,12.8
31.1,13.8,34.2,0.3,2,10.9
33.1,13.3,32.8,0.3,2,9.2
33.6,12.5,31.9,0.3,2,8.3
38,13.1,31.1,0.3,2,6.3
41.1,13.5,29.2,0.2,2,4.4
37.6,12.7,28.1,0.2,2,5.7
42.9,12.2,26.8,0.2,2,4.8
37.6,10.5,26.1,0.2,2,6
35.7,9.9,26.2,0.2,2,7.1
37.5,9.9,26.4,0.2,2,6.8
42,9.4,26.5,0.2,2,6.8
45,9.2,26.5,0.2,2,5
46,8.9,27.4,0.2,2,5.4
47.3,8.9,27.7,0.2,2,5.3
45.9,9.4,28.1,0.2,2,5.5
45.7,10,29.4,0.2,2,5.8
41.9,11.3,30.1,0.2,2,6.4
42.5,11.4,30.5,0.2,2,5.7
39.9,11,31.1,0.2,2,6.4
37.4,11,30.9,0.2,2,8.5
37.1,11.5,31,0.2,2,10
34.2,11.5,30.5,0.2,2,10.8
30.3,12.3,30,0.2,2,12.6
30.2,13,29.5,0.2,2,11.3
31.9,12.6,28.3,0.2,2,10.1
35.1,12.5,28,0.2,2,6.3
35.8,12.2,27.7,0.2,2,5.8
35.8,12.3,26.2,0.2,2,5.3
34.3,11.3,25,0.2,2,5.7
30.9,10.9,24,0.2,2,6
30.2,10.2,22.1,0.2,2,6.2
28.8,10,21,0.2,2,7.1
29.7,9.9,20.1,0.2,2,7.5
32,9.6,18.4,0.2,2,6.7
35.8,8.8,17,0.2,2,6.6
42.7,7.2,15.6,0.2,2,5.1
44,6.8,14.1,0.2,2,5.4
46,6.3,13.2,0.2,2,5.8
46.8,5.8,12.9,0.2,2,6.5
46.9,5.4,14,0.2,2,6.1
44.3,5.7,14.6,0.2,2,6.8
39.7,6.2,15.2,0.2,2,7.1
34.8,7.8,16,0.2,2,6.6
28.9,8.2,14.5,0.2,2,9.7
28.5,8.4,14.5,0.2,2,10.7
29.7,9,14.8,0.2,2,9.6
31,8.7,14.8,0.2,2,8.9
27.8,9.2,15.8,0.2,2,8.2
32.9,9.2,14.2,0.2,2,4.9
34.7,8.3,13.6,0.2,2,4.7
39.9,8.5,13.1,0.2,2,4.4
42.1,8.5,12.1,0.2,2,3.2
40.6,8,11.7,0.2,2,3.2
38.3,8.2,12.3,0.2,2,3.1
37.2,7.7,12.2,0.2,2,3.3
38.4,7,13,0.2,2,4.7
33.6,7,13.5,0.1,2,5.4
33.6,6.5,13,0.1,2,7.5
30.2,6.2,13,0.2,2,9.1
30.3,5.8,13.2,0.2,2,9.1
32.9,5.7,14.6,0.2,2,9.5
37.8,5.9,14.5,0.2,2,9.2
39.7,5.8,15.2,0.2,2,8.3
38.3,6.2,16.1,0.2,2,7.7
31.3,6.4,17.2,0.2,2,10.3
28.9,7.2,19.8,0.2,2,11.1
28.2,7.3,21.4,0.2,2,11.8
27.7,7.8,22.2,0.2,2,12.9
25.7,8.2,21.5,0.2,2,12.9
26.3,7.9,20.5,0.2,2,11.4
30.8,8.1,17.3,0.2,2,9.1
30.9,7.7,14.5,0.2,2,9.2
35.9,7.3,15.5,0.2,2,6.7
37.2,6.9,15,0.2,2,5.7
39,7.3,16.4,0.2,2,5.1
40.4,7.4,16.8,0.2,2,3.7
40.6,7.2,15.9,0.2,2,2.9
38.8,7.3,15.5,0.2,2,4.4
41.2,6.6,14.9,0.2,2,4.2
44.8,6.3,15,0.2,2,4.6
42.9,6.8,14.6,0.2,2,5.6
37.3,6.8,14.4,0.2,2,8.6
34,6.6,14.4,0.2,2,11.2
39.7,6.6,15.1,0.2,2,8.8
41.7,6.2,16,0.2,2,8.6
42.1,6,16.7,0.2,2,10.1
43.6,6.1,17.7,0.2,2,9.5
41.5,6.1,18.1,0.3,2,9.5
36.6,6.1,18.9,0.3,2,12.3
34.9,6.7,18.9,0.3,2,11.5
35.7,7.6,18.9,0.3,2,10.3
33.1,8.1,18.4,0.3,2,12.6
34.1,8.8,17.3,0.3,2,12.5
36.6,8.8,16.5,0.3,2,10.4
41,7.9,15.4,0.3,2,9
44.1,7.5,14.8,0.3,2,8.5
48.2,6.7,14.5,0.3,2,7.1
47.7,7.3,16.1,0.3,2,6.1
48.8,7.8,17,0.3,2,5.3
48.4,8.4,18.4,0.3,2,5.1
46.5,9,19.2,0.3,2,4.7
46.7,8.3,17.6,0.2,2,4.1
46.5,7.6,16.4,0.2,2,3.5
45.1,7.2,15.5,0.2,2,4.1
41.5,6.8,14.3,0.2,2,7.1
38.3,7.3,15.8,0.2,2,12.6
47.7,7.8,17.2,0.2,2,9.9
50.6,8.5,21.2,0.3,2,9.7
52,9.6,26.1,0.3,2,9.7
54.2,11.1,29.2,0.3,2,8
55,11.1,33,0.3,2,7.6
53.1,10.6,33.2,0.3,2,7.9
49.4,10,32.8,0.3,2,8
45.5,9.7,33.6,0.3,2,8.6
40.7,11,34,0.3,2,10.4
35.3,11.7,36,0.3,2,12.8
37.1,12.2,37.1,0.3,2,12.4
37.8,12.7,36.7,0.3,2,11.3
39.2,13,36.9,0.3,2,9.4
40.7,12.9,34.9,0.3,2,7.7
41.6,12.5,33.1,0.3,2,6.3
42,11,31.1,0.3,2,6.1
44.5,10.1,28.4,0.3,2,5.2
32.6,9.8,27.5,0.3,2,10.9
44.6,10.5,27,0.3,2,3.3
48.4,10.6,26.6,0.2,2,3
48.9,10.5,26.7,0.2,2,3.5
51.7,10.5,26.3,0.2,2,3.7
51.6,9.7,26.3,0.2,2,5.5
51.3,9.3,26.8,0.2,2,8.5
53.8,9.7,27.4,0.2,2,8.5
56.6,10.3,29.2,0.2,2,10.9
57.8,11.1,31.4,0.2,2,6.7
32.4,11.8,31.7,0.2,2,8
45.8,11.2,31.1,0.2,2,6.6
50.4,10.6,30.8,0.3,2,6.3
47.7,9.7,30.4,0.3,1.3,7.3
45.5,10.6,31.1,0.3,1.6,8
40.7,10.9,33.3,0.3,1.3,9.4
35.8,12.2,35.1,0.3,1.2,12.4
34.2,13.7,34.7,0.3,1.2,11.9
33.1,13.3,34.3,0.3,1.3,11.5
33.7,13.6,32.8,0.3,1.5,9.6
31.9,13.4,30.6,0.3,2.1,9.7
35.3,12.8,29.7,0.3,1.5,6.9
35.7,12.2,28.4,0.3,1.7,5.7
38,11.5,28.1,0.3,1.4,4.8
38.1,11,27.1,0.3,2.1,3.5
39.5,11.5,26.6,0.3,2.2,2.9
40.7,11.4,26.5,0.2,2.1,2.5
41.2,11.8,26,0.2,2.5,2.9
42.5,11.5,25.3,0.2,2.4,4
40.1,10.7,25.3,0.2,2.1,5.5
37.1,10.6,24.4,0.2,2.2,9.6
42.3,10.8,23.8,0.2,2.5,7.1
46,10.8,23.3,0.2,2.3,6.3
50.2,10.9,22.5,0.2,2.6,5.6
48.9,10.5,22.4,0.3,2.6,6.2
47.6,9.8,21.8,0.3,2.6,5.5
48.7,9.4,21.6,0.3,2.6,6.8
47.4,10.1,23.8,0.3,3,7.3
48.2,11.6,27.6,0.3,2.5,7.4
46.9,13.5,31.5,0.3,2.4,8.8
45.2,14.9,35.4,0.3,2.2,9.9
47.2,14.8,35.1,0.3,2.3,9.4
51.8,14.3,34.4,0.3,2.3,6.4
48.5,14.1,34.3,0.3,2.8,6.3
42.9,13.8,33.6,0.3,2.8,9
44.4,13.8,33.2,0.3,2.5,5.8
46.1,14.3,32.6,0.3,2.5,5.4
46.4,13.7,30.4,0.3,2,5.3
48.1,12.5,27.2,0.3,2,6.4
55,11.2,24.6,0.3,2,3.9
56.8,9.9,22.9,0.3,2,3.3
56.4,9.2,22.8,0.3,2,3.5
56.1,9.3,23.2,0.2,2,3.9
54.1,9.8,24.1,0.2,2,4.7
47.6,10.1,25.4,0.2,2,9.1
45.9,10.5,25.2,0.2,2,10.8
48.5,11.8,26.2,0.2,2,7.7
47.1,12.7,26.2,0.2,2,9.1
47.9,12.7,25.8,0.3,2,9.4
52.2,13.1,25.6,0.3,2,7.6
53.4,12.3,24.9,0.3,2,6.7
51.6,11.4,25.4,0.3,2,6.9
50,11.4,26.3,0.3,2,7.8
47.1,11.5,26.6,0.3,2,9.4
47.7,11.9,26.5,0.3,2,8.9
47.6,12.5,25.7,0.3,2,6.9
45.9,12,23.8,0.3,2,7.3
46.1,11.2,22.3,0.3,2,7.3
47.6,10.4,21.2,0.3,2,6.3
48,9.9,21.2,0.3,2,5.3
50.8,9.9,21,0.2,2,3.5
50.8,9.5,21.1,0.2,2,2.6
50.3,9.6,21.4,0.2,2,2.7
51.9,9.4,19.7,0.2,2,1.7
52.1,9.1,18.6,0.2,2,1.6
51.8,9.4,18.5,0.2,2,2.2
50.6,9.8,19,0.2,2,3.1
45.5,9.8,19.8,0.2,2,4.7
45,10.3,19.3,0.2,2,5.8
48.6,10.5,19.8,0.2,2,6.4
50.8,10.2,20.4,0.2,2,6
53.4,10.5,20.5,0.2,2,5.3
55.1,10.2,22.7,0.2,2,5
57.3,10.9,24.5,0.2,2,4.1
57.5,11.6,25.9,0.2,2,3.6
56.2,12.4,27.9,0.2,2,3.6
55.2,12.8,27.1,0.2,2,3.4
55.5,12.4,25.6,0.2,2,3.2
56.5,12.3,25,0.2,2,4.5
59,13.2,25.2,0.2,2,4.1
59.9,14,26.7,0.2,2,3.7
58.3,15.2,28,0.2,2,3.9
56.2,15.3,26.5,0.2,2,4.7
57.4,14,24.4,0.2,2,3.3
59.3,12.6,20.3,0.2,2,2.3
60.5,11,18.3,0.2,2,1.5
60.8,9.8,18.2,0.2,2,1.2
61.7,9.2,18.7,0.2,2,0.9
61.1,9.8,20.3,0.2,2,1.1
60.3,10.1,20.9,0.2,2,1.5
60.3,10.5,21.5,0.2,2,1.9
57,10.3,22,0.2,2,3.4
52.8,9.5,21.5,0.2,2,6.7
53.9,9.3,20.4,0.2,2,7.6
56.8,9.7,20.4,0.2,2,6.3
58.7,9.7,19.9,0.2,2,5.4
59.7,10.4,23,0.2,2,5.9
59.7,10.5,25.1,0.3,2,5.4
55,10.5,26.9,0.3,2,7.8
54.6,10.9,28.2,0.3,2,7.3
54.7,10.9,28,0.3,2,5.5
54.4,11.3,28.8,0.3,2,5.4
46,12.8,29.2,0.3,2,10.8
43.3,13.2,29.6,0.3,2,13.1
55,14.2,30,0.3,2,4.9
58.1,14.3,30.3,0.3,2,4.3
53.8,14.3,28.4,0.3,2,5.8
54.3,14,27.3,0.3,2,6.3
53.7,13.5,25.8,0.3,2,4.7
54.7,13.9,24.7,0.3,2,3.9
53.6,14,25.4,0.3,2,3.2
52.3,14.2,25.3,0.3,2,4.1
52.4,14,26,0.2,2,3.9
49.4,14,26.9,0.2,2,5.6
54.2,13.5,26.8,0.2,2,5.2
50.7,13.2,26.8,0.2,2,6
50.4,13.4,26.4,0.2,2,10.1
57.6,13.4,26.8,0.3,2,8.6
59,12.8,28.2,0.3,2,7.2
59.5,13.5,32.1,0.3,2,7.5
62.5,13,35.1,0.3,2,7.1
58.8,12.3,35,0.3,2,6.9
55.3,12.2,35.7,0.3,2,6.2
54.4,12.2,34.2,0.3,2,6.8
52.2,12.8,33.2,0.3,2,7.4
47.9,12.7,33.3,0.3,2,8.5
45,11.9,31.5,0.3,2,9.4
45.1,10.9,30.1,0.3,2,8.1
45.1,9.9,28.1,0.3,2,7.5
45.9,9.4,25.2,0.3,2,7.1
44.9,10.1,23.7,0.3,2,7.9
46.1,10.3,21.3,0.3,2,6.5
48.6,10.2,21.2,0.3,2,4.3
46.4,10.5,22.3,0.3,2,3.1
41.5,10.7,23.4,0.3,2,3.6
37.4,10.5,23.3,0.2,2,4.1
36.6,10.8,23.4,0.2,2,4.7
34.8,10.8,23.5,0.2,2,5.2
32.4,9.8,21.4,0.2,2,7.1
30.6,9.5,20.5,0.2,2,7.6
30.8,8.8,19,0.2,2,8
32.8,7.7,17.1,0.2,2,7.7
34.3,7.2,17.1,0.2,2,7.9
35.7,7.1,17.8,0.2,2,6.2
35.3,6.9,18.6,0.2,2,6.4
36.7,6.6,20.4,0.2,2,6.4
36.9,5.9,21.7,0.2,2,5.7
33.4,5.3,23,0.2,2,6
32.7,5.2,22.4,0.2,2,7.7
24.4,5.6,21.2,0.2,2,10.3
24.3,5.8,20.2,0.2,2,11
33.1,6.2,18,0.2,2,8.9
38.5,6,17.2,0.2,2,7.7
42.4,6,16.5,0.2,2,6.1
41.3,6,15.5,0.2,2,5.8
42.6,5.8,14.2,0.2,2,4.5
43.1,6.2,13.3,0.2,2,2.8
40.7,6,11.3,0.2,2,3.1
39.3,5,9.7,0.2,2,3.1
35.6,4.5,8.8,0.2,2,4.1
36.4,3.7,7.5,0.2,2,5.1
42,3.5,6.9,0.2,2,2.8
41.5,4,7.2,0.2,2,3.4
40.6,3.6,7,0.2,2,3.6
36.4,3.3,6.7,0.2,2,7.1
36.9,2.7,6.3,0.2,2,7.6
41.3,2.3,5.4,0.2,2,6.3
43.7,3.2,5.4,0.2,2,6.5
44,3.8,5.2,0.2,2,6.9
49,4,5.2,0.3,2,7
48.2,4.1,5.2,0.3,2,7.2
52.1,4.4,6.2,0.3,2,7.8
52.4,5.5,8.4,0.3,2,9.8
53.2,6.7,10.7,0.3,2,10.5
53.6,7.9,11.5,0.4,2,9.1
55.1,8.4,12.8,0.4,2,10.1
54.9,7.7,13.6,0.4,2,7.4
51.3,7.9,14.2,0.4,2,6.8
44.7,7.7,15.3,0.4,2,7.1
42.5,8.2,16.1,0.4,2,6.6
40.6,9.2,17.6,0.4,2,8.8
42.4,10.8,18.8,0.4,2,6.2
40.2,13,22,0.4,2,8.6
44.5,14.5,24.1,0.4,2,7.6
44.6,17,26.9,0.4,2,6.6
45.1,19.6,30.6,0.4,2,7.9
48.8,22.8,34.3,0.4,2,8.7
50.9,26.4,38.3,0.4,2,9
46.2,28.3,40.8,0.4,2,12.8
40.9,30.2,44.2,0.4,2,13.9
40.6,29.8,46.9,0.4,2,11.6
40,27.9,47.1,0.4,2,9.9
39.8,25.8,46.8,0.4,2,10.5
38.8,23.6,44.2,0.4,2,13.5
32.4,22.2,44.3,0.4,2,10.9
33.3,21,41.8,0.4,2,15.1
40,21,45.9,0.3,2,10.3
37.8,20.3,50.5,0.3,2,11.9
23.4,19.3,52.3,0.3,2,23.6
26.5,19,56.7,0.3,2,21.1
28.6,18.1,56.4,0.3,2,17.7
36,17.6,56,0.3,2,11.9
38.2,17.1,54.7,0.3,2,10
41.4,16,53.8,0.3,2,8.4
44.7,16.7,54.4,0.3,2,6.5
45.6,15.8,55.8,0.3,2,5.6
47.6,16.9,58.5,0.3,2,5.2
51,18.3,63.7,0.3,2,4
52,18.9,66,0.3,2,3.6
48.8,20.4,67,0.2,2,4.2
49.6,20.4,66.4,0.2,2,4.3
50.3,20,65.4,0.2,2,4.9
48.5,20.1,63.5,0.2,2,6.5
49.7,19.8,63,0.2,2,6.7
51.7,20,63.3,0.2,2,5.4
51,19.9,63.6,0.3,2,6.2
52.4,18.3,63,0.3,2,5.8
53.6,17.5,61.7,0.3,2,5.8
49.4,15.7,60,0.3,2,6.1
45.8,14.2,55.6,0.3,2,6.1
42.2,13.9,51.3,0.3,2,6.4
40.3,12.8,47,0.2,2,7.5
42.3,11.5,42.9,0.2,2,6.6
42,10.3,40.3,0.2,2,6.7
42.2,9.8,36.8,0.2,2,6.2
41,9.1,34.5,0.2,2,6.1
39.4,8.8,32,0.2,2,7
40.9,9.3,29.2,0.2,2,5.9
39.2,8.8,28.4,0.2,2,6.3
40.4,7.9,26.7,0.2,2,4.5
40.5,7.3,24.6,0.2,2,4.2
39.5,6.8,23.2,0.2,2,4.7
38.7,6.2,21.4,0.2,2,4.8
39.1,5.5,20,0.2,2,4.9
39.4,5.9,19.4,0.2,2,5.3
36.8,6,19.3,0.2,2,7.2
37.5,6,19.8,0.2,2,8
37.2,6.8,19.6,0.2,2,8.6
41.9,6.7,19.5,0.2,2,6.1
46.5,6.7,19.5,0.2,2,5.5
48.8,6.5,19.2,0.2,2,5.1
48,5.6,18.6,0.2,2,5.4
47.3,6,18.8,0.2,2,5.6
46.1,6.2,18.6,0.2,2,5.2
43.4,6.4,18.7,0.2,2,7.2
38.7,6.6,19,0.2,2,8.6
33.7,6.2,19.1,0.2,2,11.6
31.3,6.2,20,0.2,2,11.7
31.5,6.4,19.8,0.2,2,10.7
30.9,6.2,19.3,0.2,2,11.1
32,6,17.7,0.2,2,9.9
34,5.2,15.7,0.2,2,7.8
30.1,4.5,13.5,0.3,2,10.4
27.5,4.7,13.2,0.3,2,10.7
25.5,4.8,13.3,0.2,2,10
27.1,4.8,13.4,0.2,2,8.8
23.9,5,14.3,0.2,2,7.8
25.2,5.3,14.1,0.2,2,9.1
28.5,5.2,14.5,0.2,2,9.3
28.9,5.2,14.4,0.2,2,10.8
26.5,5.1,14.2,0.2,2,15.6
37.6,4.7,15.8,0.2,2,9.4
42.9,4.9,17.3,0.2,2,7.4
45.1,4.8,18,0.2,2,6.2
48.8,4.6,19.3,0.2,2,5.9
48.4,4.4,19.9,0.2,2,5.8
48.6,3.9,19.7,0.2,2,5.5
48.5,3.9,20.4,0.2,2,6.2
44,4.3,21.7,0.2,2,7
37.3,4.6,21.5,0.2,2,9.6
31.7,4.9,23.1,0.2,2,12.5
29.8,5.8,23.5,0.2,2,13.2
31.3,6.9,23.7,0.2,2,10.8
32.5,7.1,23.7,0.2,2,9.4
32.7,7.6,21.9,0.2,2,9.4
34.8,7.7,21.4,0.2,2,7.1
34.9,7.4,20.8,0.2,2,6.9
36.6,7,19.5,0.2,2.1,7
37.3,6.4,18.8,0.2,1.8,5
35.6,5.6,17.7,0.2,1.6,5.8
34.3,4.7,16.6,0.2,1.6,5
27.3,4.5,14.7,0.2,2.3,8
26.5,4.5,14.2,0.2,2.1,8.8
19.8,4.9,14.1,0.1,2.3,16.1
23.1,5.5,14.9,0.2,2.5,17.1
35.1,6,16.3,0.2,2.7,9.5
41.4,6.2,17.4,0.2,2.2,7.9
45.4,5.9,18.4,0.2,1.9,7
48.3,5.6,19.2,0.2,1.9,6.2
50.6,5,20.3,0.2,2.5,5.9
50,4.5,21.1,0.2,3.3,5.9
45.1,4.5,22.3,0.2,3,6.2
38.9,5.1,23.6,0.2,2,7.9
32.2,6,24.4,0.2,3,10.7
25,7.7,26.7,0.2,2.6,15.1
23.4,9.8,27.7,0.2,2.1,15.4
25,11.7,28.5,0.2,0.5,12.5
25.2,12.4,29,0.2,0,12
25.3,11.8,27.4,0.2,2.2,12.1
28.3,10.7,26.2,0.3,2.2,9.4
29.6,8.9,23.5,0.3,2.2,7.1
30.6,8.5,21.4,0.3,2,7.2
32.1,8.9,19.7,0.2,1.5,4.7
31.6,8.7,17.9,0.2,1.4,5.4
32.5,8.5,17.8,0.2,1.9,4.6
31.2,8.7,17.6,0.2,2.2,6
29.6,8,17.5,0.1,2.5,7.2
28.8,8.5,17.9,0.1,2.6,8.3
27.3,8.4,18,0.1,2.7,11.6
33.2,8.4,19.2,0.1,2,10
38.8,8.7,19.6,0.1,2.7,9.4
43.8,8.2,21.4,0.2,3.2,8.6
47.5,8.3,22.7,0.2,3.1,8.8
45.9,8.5,24.2,0.2,2.5,7.6
45.2,8.5,25.5,0.2,2.2,7.7
43.1,9.4,25.6,0.2,2.4,7.8
37,10,26.5,0.2,2.6,8.9
30.8,10,25.9,0.2,2.4,9.8
24.7,10.5,27,0.2,2,13.8
22.1,11.1,28.4,0.2,1.8,15.3
24.8,11.7,28.1,0.2,1.8,12.9
27.2,12.7,28.7,0.2,2.5,10.3
29.2,13.3,28.8,0.2,2.4,8.4
31.5,13.8,29.1,0.2,2.4,6.5
31.6,14.6,28.7,0.2,2.8,6.6
37.3,15,27.9,0.2,1.5,6
39.7,15.2,27.1,0.2,1.7,4.4
40.8,14.9,25,0.2,1.4,4
40.4,14.1,23.9,0.2,1.3,4.5
40,13.4,24,0.2,1.8,4.5
39.5,12.9,23.2,0.2,2.1,5.4
40.4,13.6,23.7,0.2,2.3,6.9
41.7,12.5,24.5,0.2,2.5,9.6
45.4,12,25.2,0.2,2.8,10
48.6,11.5,26.6,0.2,3.3,9.8
52.9,9.5,28.7,0.2,2.6,7.1
51.9,9.7,30.5,0.2,3.3,7.8
48.5,10.2,31.4,0.2,3.4,7.2
46.8,10.1,31.3,0.3,3.1,6.9
42.9,10.3,30,0.3,2,10.9
32.4,11,29.8,0.3,2,7.3
49.5,10.8,29.1,0.3,2.1,8.8
52.7,11.7,30.4,0.3,2.2,9.4
53,12.3,32.3,0.3,2.4,8.9
53.6,13.3,33.3,0.3,2.8,7.9
56.6,14.1,34.6,0.3,2.3,6.4
58,13.6,33.5,0.3,2.5,6.2
54.5,12.9,31.7,0.3,2.8,6.4
51.6,12.8,31.5,0.3,2.8,8.1
55.3,12.5,31.2,0.3,2.2,6.9
57.8,13.6,33.3,0.3,1.2,2.8
54.5,14.2,34.5,0.3,1.3,3.1
48.7,14.1,34.4,0.3,1.9,4.5
45.9,14.2,34.5,0.3,2.2,6.1
49.3,13.4,33,0.2,1.2,4.9
