next_O3,next_PM2.5,next_PM10,next_CO,next_SO2,next_NO2
32.2,14.7,33.8,0.5,3.6,15.3
37.3,15,33.4,0.5,2.4,15.2
45.8,16.1,33.2,0.4,2,11.1
51.2,17.1,32.4,0.4,1.9,8.6
53.1,17.9,31.9,0.4,2.6,7.4
49.2,17.7,31,0.4,2.9,12.1
47.2,17.5,29.9,0.3,2.5,16.5
46,17.2,29,0.3,2.6,16.2
52.3,17.6,29.2,0.3,2.4,11.3
58.1,18.1,29.6,0.3,2.7,8.6
63.1,18.2,29.8,0.3,2.9,8.7
64.9,18,30.2,0.3,2.7,10.1
66.6,17.5,30.5,0.3,2.6,7.9
68.7,16.8,29.6,0.3,2.7,7.8
70.2,16.8,30,0.3,2.6,9.6
61.4,16.8,29.8,0.3,3.1,12.1
55.3,16.5,30.3,0.3,3.1,14.4
53.8,17.1,31.3,0.3,2.4,16.2
50.8,17.1,31.5,0.3,2.6,16
49.3,16.7,32.2,0.3,2.5,13.2
49,16.8,30.8,0.4,1.4,12.1
49,17.3,30,0.4,1,10.4
49.7,16.7,28.6,0.4,0.5,8.7
44.4,16.1,27,0.4,2.2,8.5
39.8,16.2,26.4,0.4,1.5,11.9
34.9,15.1,25.8,0.4,1.3,14.4
33.3,15,25.1,0.3,1.4,15.2
33.8,15.2,24.6,0.3,1.3,14.4
28.3,15.3,24.3,0.3,1.9,16.4
24.6,14.8,24.1,0.3,2.1,21.8
21.9,15,24.5,0.3,3.7,27.8
37,16,25.7,0.4,3.3,20.5
55.1,15.6,27.5,0.4,2.6,10.5
63.8,15.7,29,0.4,2.5,9.4
32.4,16,31,0.4,2,10.9
68.1,15.5,32.7,0.4,2.5,7
71.6,15.6,32.9,0.4,2.3,7.4
70.1,16.1,34.7,0.4,2.8,10.1
68.7,16.1,35.8,0.4,2.7,11.3
59.6,16.3,37.4,0.4,2.4,11.5
49.3,16.1,38,0.4,2.1,11.4
41.7,16,36.4,0.4,2.1,15.8
35.2,15.5,34.3,0.4,2,18.5
31.9,15.3,32.3,0.4,1.8,10.9
28.6,15.3,30.5,0.5,1.9,20.4
16.9,14.9,30,0.5,2,30.1
10.9,16.2,32,0.5,3,31.1
9.1,17.8,32.8,0.6,1,34.6
22.1,19.4,34.2,0.6,1.5,14.2
11.9,20.5,34.2,0.6,1.9,23.8
20.5,20.6,32.3,0.6,1.4,12.4
16.5,20.1,31.7,0.6,1.7,16.3
18.1,21.4,34.2,0.5,1.6,15.2
22.8,22.9,36.6,0.5,1.2,15
23.5,26.6,42.1,0.5,2,16.9
35.7,29.4,46.8,0.4,1.6,12.6
46.4,30,49.4,0.4,1.2,9
46.9,30.9,52.5,0.4,1,10.8
50.6,29.2,51.9,0.4,1.2,7.9
48.5,27.1,50.4,0.4,2.4,9.4
46.8,26.5,49.6,0.3,1.8,10.1
49.4,25.5,48.9,0.3,1,9.1
56.9,25.4,47.4,0.3,0.5,7.8
59.2,24.3,44.9,0.3,0.5,6.9
57.6,21.6,40.3,0.3,0.5,8
54,20.3,35.9,0.3,0.5,9.8
40.7,18.4,31.8,0.3,0.5,17.2
27.5,18.5,29.9,0.4,0.5,23.8
26.5,19.7,29.1,0.4,0.5,20.7
30.1,20.9,29.4,0.4,0.5,17.1
26.1,21,28.6,0.4,0.5,14.1
35.7,19.2,25.8,0.5,1.3,6.7
45.6,16.7,21.3,0.5,1.2,5.8
42.8,14.4,17.3,0.4,1.3,6.7
40.1,12.6,15.4,0.4,1.3,6
40.9,11.5,13.4,0.4,0.5,5.2
42,11.3,12.8,0.3,1.3,5.2
40.1,10.6,12.9,0.3,1.5,7.2
39.6,10.3,12,0.3,0.5,7
37.5,10.3,12,0.2,1.3,7.4
34.2,9.2,12,0.2,2,10.5
37.6,8,11.1,0.3,1.6,10.2
44.4,7,11.1,0.3,1.4,8.5
50.3,6.2,12.2,0.3,0.5,7.7
57.5,6.7,13.7,0.3,1,5.9
60.7,6.8,14.3,0.3,1.5,5.3
64.5,7.6,16.6,0.3,1.6,4.9
69.4,8.9,18.8,0.3,1.7,5.4
68.8,10.6,22.1,0.3,2.1,7.4
56.5,12.8,25.9,0.3,1.7,10.3
51.5,14,27.6,0.2,1.5,11.6
51.7,15.2,29,0.3,1.2,11.3
38.9,15.4,29.7,0.3,0.5,15.4
34.3,15.2,28.2,0.3,0.5,13.4
36.2,14.2,26.7,0.3,0,9.7
40,13.3,24.6,0.3,1.2,7.9
38.7,12.8,22.9,0.3,0.5,5.8
37.3,12.7,22.7,0.3,1.7,4.7
32.2,12.9,22,0.3,1.2,5.7
28.3,13.3,22.5,0.3,1.2,7.2
24,12.8,21.7,0.2,2,10.5
24,12.8,21,0.2,2.5,16.4
22.5,13,21.1,0.2,2.7,21.7
33,13.3,22,0.2,2.8,19.8
60.1,13.7,24.9,0.2,3.7,10.3
68.2,14.5,29.5,0.2,3.3,5.7
71.1,15.4,33.9,0.3,3.2,7.1
77,16.6,38.3,0.3,2.5,6.2
79.4,18.2,42.2,0.3,1.7,6
79.3,18.9,43.7,0.3,2.2,6.1
77.4,19.8,45.5,0.3,3,7.4
75.7,20.4,46.6,0.3,3.7,8.1
70.5,20.8,47.7,0.3,3.4,10.8
70.8,22.5,51.1,0.3,3.6,12
65.3,23.9,54,0.3,3.6,15
69.3,26.2,56.8,0.3,2.2,11.9
65,27,57.2,0.3,1.8,10.4
59.7,26.5,54.7,0.3,1.5,10.2
55,26.2,52.5,0.4,1.4,9.8
50.6,24.8,49,0.4,1.3,8.6
50.6,23.3,44.8,0.4,2.2,10.4
53.1,23,41.5,0.3,2.1,7
51.1,21.5,39.1,0.3,1.8,8.2
52.5,21,37.8,0.3,2.4,7.3
52.4,21,37.7,0.3,1.8,7.9
51.2,20.2,36.8,0.3,1.5,10.9
47.8,20.2,35.5,0.3,2.3,15.1
47.1,19.4,34.4,0.3,2.9,17.5
51.6,19.9,34.8,0.3,3.3,13.6
32.4,18.8,34.4,0.3,2,10.9
32.4,18.2,33,0.3,2,10.9
74.9,18.7,31.4,0.3,2,10.9
74.3,18.4,31.8,0.3,2.2,8.6
79.4,19.4,33.4,0.3,2.5,9.5
83.4,19.6,36.3,0.3,3.3,10.9
85.5,20.7,40.5,0.3,2.9,11.6
81.2,21.6,41.9,0.3,2.9,14.5
80.5,22.6,44,0.4,2.5,14.2
71.3,24.3,45.6,0.4,2.5,19.8
64,24.8,45.7,0.4,2.4,22.7
51.4,25.7,45.8,0.5,2.2,26
61.2,27.4,47.2,0.5,2.1,16.3
53.7,28.4,48.2,0.5,1.7,15.3
52,29.1,49.4,0.5,1.5,16.4
60.5,29.7,49.5,0.5,2,8.2
57.2,30,49.2,0.5,1.8,8.6
55.5,30.3,49,0.5,1.5,7.4
53.4,30.1,48.5,0.4,1.6,8.1
52.6,30.3,48.8,0.4,1.6,9.3
46,29.4,47.5,0.4,1.4,16.6
40,29.1,46.8,0.4,1.9,20.5
58.7,30,46.2,0.4,2.1,14.3
71.3,30,46.4,0.4,1.4,11
32.4,30.2,46.1,0.4,2,10.9
77.8,27.6,42.8,0.4,2.8,9.6
85.7,26.2,43.7,0.4,2,6.5
32.4,26.4,43.5,0.4,2,10.9
85.3,23.8,40.4,0.4,1.6,6.7
76.9,24.9,44,0.4,2.2,8.4
78.4,24.5,44.2,0.3,1.9,7.8
78.2,23.4,43.8,0.3,1.8,5.7
79.7,24.7,47,0.3,1.8,6.4
60.1,24.7,46.4,0.3,2.6,19.1
44.7,24.6,45.2,0.3,2.4,27.1
32.7,25.7,45.8,0.4,2.5,26.9
36.1,26,45.9,0.4,2.2,21.5
29.6,26.2,45.8,0.5,1.8,18.3
32.3,26.4,44.4,0.5,1.8,11.7
34,24.6,41.5,0.5,1.2,8.8
30.1,24.8,40.6,0.4,1,9.9
27.3,24.6,39.5,0.4,1.2,10.7
28.8,24.1,38.3,0.4,1.3,10.1
33.5,23.6,38,0.3,1.5,9.2
22.1,22.5,36.6,0.3,1.3,19.6
16.2,21.7,35.2,0.2,1.8,26.1
22.4,21.2,34.5,0.2,2,34.1
41.3,20.7,35.8,0.3,2,29.5
39.8,20.8,37.8,0.4,3.6,23.5
61.2,21.1,41.2,0.4,2.2,11.5
69.5,21,43,0.4,2.1,10.2
84.8,22.1,43.4,0.4,2.1,10.7
84.3,23.5,43.5,0.4,2,8.2
78.9,24.2,41.4,0.4,1.9,10.7
84.1,24.4,41.3,0.4,1.8,8.7
76.5,24.5,41.6,0.3,2.4,14.9
58.2,23.8,41.7,0.3,3.4,25.8
36.8,23.5,42.9,0.3,2.5,39.3
11.3,24.2,44.1,0.4,2.7,58.2
12.5,26.5,45.7,0.5,2.6,48.2
16,29.2,46.7,0.6,2.8,39.2
12.8,31.8,47.5,0.7,2.2,36.2
9.1,33.7,48.3,0.7,1.1,35.2
12.2,33.3,46.2,0.8,1.2,26.1
17.2,32.5,44.2,0.8,1.1,21.3
19.5,32.5,42.6,0.8,0.5,16.8
15.2,31,40.6,0.7,0.5,18.1
22,29.8,38.9,0.6,0.5,17.8
15.1,28.4,37.8,0.5,1,23.9
15.9,27.5,37,0.5,1.3,29.3
37.5,27.3,37.2,0.5,1.5,21.1
63.1,26.2,38.5,0.5,1.8,8.3
68.6,25.1,39.1,0.5,0.5,6.7
73.8,23.8,39.4,0.4,0.5,5.9
65.5,23.8,40.3,0.4,0.5,5.8
50.9,23.3,40.5,0.4,0.5,4.7
46.3,22.4,39.7,0.4,0.5,6.2
44.8,20.5,38.4,0.4,0.5,6.9
47.4,18.6,37.4,0.4,1.1,7.8
48.6,18.2,36.8,0.3,0.5,7.2
46.8,18,37.4,0.3,0.5,9.7
32.2,18.6,37.5,0.3,0.5,21.2
20.1,18.9,37.3,0.4,1.2,31.7
5.4,19.5,38.2,0.4,1.2,39.9
5.2,20.6,39.7,0.5,0.5,34.2
3.5,21.7,41.4,0.6,0.5,26.7
8.4,23.4,41.2,0.7,1.2,21.7
11.8,25,40,0.7,1.1,16.1
17.8,25.1,38,0.7,1.1,14.2
23.8,25.2,36.6,0.7,1.3,11.1
17.8,24.8,36.2,0.6,1.4,14.1
13.5,24.2,35.9,0.6,1.3,14.1
15.6,24.1,36.2,0.5,1.6,17
22.8,24.8,37.2,0.4,1.8,16.1
30.2,25,37.5,0.4,2.6,17
58.1,24.5,39,0.4,3.8,12.6
73.2,26.2,41.8,0.4,2.9,9.8
76.4,27.7,45.2,0.4,2.3,6.6
69.6,28.8,47.7,0.4,1.7,6.5
63.8,29,47.9,0.4,1.3,6.7
56.4,27.5,46.7,0.4,1.1,5.1
51.6,24.8,44.4,0.4,1,5.5
50.3,23.5,42.4,0.4,1.3,8.3
47.5,23,42.7,0.3,1.6,10.3
51.2,23.5,43.8,0.3,4.2,17.9
39.9,26.2,47.7,0.3,1.9,20.2
33.9,28.7,50.3,0.4,2.1,15.5
23.2,30.7,51.9,0.4,2.9,20
13.1,31.5,52.5,0.4,3.1,27.5
19.6,31.2,50.8,0.4,1.9,20.8
18.8,29.4,49.8,0.5,1.8,17.1
21.5,29,49.3,0.5,2.4,12.7
21.6,29.5,48.6,0.5,1.9,8.8
19,29.1,47,0.5,2.2,8.6
12.3,29,46.5,0.5,2.5,12.8
10,30,46.4,0.5,2.7,13.8
12.4,30.2,46.5,0.5,3,13.7
12.7,31,47.9,0.5,2.9,14
21.7,30.4,47.9,0.5,2.8,10.8
20.3,29.7,47.3,0.5,3.2,16.4
27.8,28.9,46.2,0.5,2.8,13.3
37.5,28,44.9,0.5,2.7,10.8
47.9,29.7,46.3,0.5,4,10.9
39.6,31.2,49,0.5,2.4,6
26,29.2,48,0.5,3,8.1
26.3,26,45.4,0.4,3.6,9.9
24.4,22.4,41.1,0.4,4,12.6
29,18.8,36.2,0.4,2.1,5
20.9,17.3,33.5,0.4,2.6,11.4
16.5,17,32.1,0.4,2.5,15.8
14.8,17.5,31.8,0.4,3.5,14.9
20.1,16.6,31.8,0.4,2.8,10.8
22.2,16,31.8,0.4,1.9,7.3
21.6,14.8,30.8,0.4,1.9,6.8
24.2,12.8,28.4,0.4,1.7,4.7
12.2,11.8,25.7,0.4,1.8,8.3
7.6,12.4,26.3,0.4,2.1,9.6
10.1,14.4,26.9,0.4,2.8,10.1
13.4,15.7,28,0.3,2.6,7.5
11.4,16.3,28.3,0.3,2.8,8.7
11.1,16.5,27.8,0.3,2.8,13.1
17.5,15,27.5,0.3,3.4,13.5
19.9,15,28,0.3,2.7,12.8
23.7,15.5,29.3,0.3,2.6,10.5
38.4,16.4,30.8,0.3,2.7,13.2
65.3,19.3,33.9,0.3,2.9,12.7
74.6,20.8,38.5,0.3,2.8,12.7
79,21.5,40.5,0.4,3,11.1
80.2,21.9,40.1,0.4,3.2,11.4
82.9,20.5,39.8,0.4,2.6,10.3
80.5,20.1,37,0.4,2.6,9.8
70.3,19.8,35.9,0.4,2.5,8.2
60.5,19.7,35.8,0.5,2.6,11.3
40.1,19.5,35.5,0.5,2.3,21
53.2,18.9,34.8,0.5,2.3,14.9
48.8,18.8,33.4,0.5,2.4,16.1
43,18.9,33.5,0.5,2.8,17.5
48.2,19.5,33.8,0.5,2.4,12.2
57.2,19.5,33.6,0.5,2.1,6.5
51.3,19.3,35.5,0.5,1.4,5.8
46.5,18.5,35.6,0.5,1.7,6.9
50.6,18.1,35.6,0.5,1.8,5.9
58.9,17.4,35.8,0.5,1.4,3.9
59.6,17.3,35.8,0.5,1.5,4.2
59.9,17,36.3,0.4,1.3,4.5
53.7,16.2,37.1,0.4,1.3,6.7
48.9,16.8,39.6,0.4,1.4,10.5
50.1,17.4,43.2,0.4,1.4,9
49.2,17.1,45.1,0.4,1.6,10.2
55.8,16.7,42.6,0.4,1.5,9
58.7,17.7,42.3,0.4,1.3,6.9
58.5,16.2,38.8,0.4,1.3,8
63,15.3,35.4,0.4,1.1,8
65.4,14.1,32.4,0.4,1.2,9.1
66.2,11.2,27.7,0.4,1.2,10.4
62.1,10.8,26.6,0.4,1.3,12.4
56.5,11.2,26.4,0.4,1.5,13.3
60.5,11.9,27,0.4,1.9,11.7
63.1,12.6,26.7,0.4,2,11
65.4,11.8,23.9,0.4,1.7,9.4
66.8,10.9,20.8,0.4,1.7,8.5
70.6,9.6,18.7,0.4,1.5,6.4
67.2,7.6,15,0.4,1.1,6
67.6,6.8,12.3,0.4,1.3,3.8
65.4,6.1,10.5,0.4,1.3,3.4
61.5,6.3,11.5,0.4,1.3,3.3
59.5,7.1,12.8,0.4,1.3,4
53.4,7,12.8,0.3,1.3,5.1
49.8,6.5,13.5,0.3,1.6,6.8
49.3,5.5,12.9,0.3,1.4,8.4
49.3,4.9,12.1,0.3,1.4,8.8
47.6,4.6,11.8,0.3,1.4,9.6
47.4,4.7,11.5,0.3,1.7,10.9
49.4,5.6,11.5,0.3,1.9,10.1
51.5,5.9,12.2,0.3,1.6,8.2
53.1,5.9,13.4,0.3,1.5,6.6
52.4,5.8,13.4,0.3,1.2,7.3
50,5.2,13.4,0.3,1.7,9.7
48.7,5.2,13.5,0.3,1.8,10.7
47.4,5.4,13.8,0.3,1.7,12.2
48.8,5.6,13.8,0.3,1.8,12.1
49.2,5.5,13.3,0.3,1.8,10.8
46.4,4.8,11.8,0.3,1.8,11.1
47.5,4.6,10,0.3,1.7,10.8
46.6,4.6,9.8,0.3,1.7,10.9
45,4.2,8.7,0.3,1.7,10.4
44.3,3.9,8.3,0.3,1.2,5.6
41.6,3.2,7.8,0.3,1.2,7.2
41.5,2.8,7,0.3,1.2,5.2
41.4,2.4,6.6,0.3,1.5,7.2
38.1,2.3,6.2,0.3,1.4,7.6
38.1,2.6,6.5,0.3,1.5,9.2
41.1,2.8,6.3,0.2,1.5,10.3
40.2,3.2,6,0.2,1.5,13.5
41.9,3.5,6,0.2,1.9,14.6
48.7,3.8,5.4,0.3,1.9,12.1
49.6,4.6,6.4,0.3,1.9,11.8
56.2,5.6,8.2,0.3,1.8,9.5
59.6,6.4,11.2,0.3,1.6,8.3
58,6.8,12.7,0.3,1.4,8
54.9,7.6,15,0.3,1.6,10.2
52.9,8.8,17,0.3,1.7,11.8
55,9.9,18.4,0.3,1.7,11.8
52.2,11.7,21.7,0.3,1.5,13.1
50.5,13.3,23.7,0.3,1.6,15.5
51.5,15.5,25,0.3,1.6,13.2
51.4,17.2,25.2,0.4,1.4,12.3
52.1,17.6,24.6,0.4,1.4,12.9
56.8,16.8,23.2,0.4,1.3,10
57.8,15.5,20.7,0.4,1.3,9.1
59,14.2,18.5,0.4,1.7,7.1
59.2,13,16,0.4,1.1,7.1
58.1,11.7,13.6,0.3,1.2,6.4
57.8,10.1,12.2,0.3,1.5,5.7
55.3,9,10.6,0.3,1.6,6.2
54.8,8.2,9.5,0.3,1.4,6.1
51.5,7.9,8.4,0.3,1.3,7.6
46.9,8.1,8.4,0.3,1.3,11.9
46.6,8.5,7.7,0.3,1.3,14.2
47.6,8.9,8.8,0.3,1.5,14.4
47.6,9.3,9.2,0.3,1.4,13.9
46.3,8.7,9.6,0.3,1.3,15.7
49.3,8.4,10.9,0.3,1.3,14.8
52.9,8,11.9,0.3,1.3,10.8
52.5,8.1,12.3,0.3,1.4,10.6
51.4,7.9,13,0.3,1.2,9.6
46,7.1,13.3,0.3,1.4,14.9
43.2,7.3,13.1,0.3,1.5,17.1
46.1,7.6,13.7,0.3,1.5,12.3
46.8,8.1,13.2,0.3,1.2,10.6
42.1,8.2,13.1,0.3,1.4,13.6
39,8.3,11.5,0.3,1.3,16.2
37.8,8.5,11.8,0.3,1,11.6
38.7,8.4,11.9,0.4,1.2,11.9
34.9,8.3,13.4,0.4,1.2,10.3
30.4,9.2,15.2,0.4,1.6,13.1
29.5,9.1,15.6,0.3,2.1,12.9
19.1,9.6,17,0.3,1.2,14.5
15.5,10.4,16.1,0.3,1.3,13.3
4.8,10.1,16.3,0.3,1.3,16.7
4.2,10.1,15.6,0.3,1.5,18.7
8.3,11.2,16.4,0.3,1.8,16.9
12.4,12.8,19.2,0.4,1.9,17.9
15.2,14.8,21.6,0.4,2.7,21.3
18.8,17.4,26,0.4,2.2,23.5
27,20,30.6,0.5,2.1,18.7
40.3,22.6,33,0.5,1.8,14.8
54.1,24.2,35.2,0.5,1.7,13.8
58.4,24.9,36.7,0.6,1.5,13.6
76.5,26.1,37.8,0.6,2.1,12.6
74.9,26.5,38,0.5,2,12.7
72.1,25.6,37.9,0.5,1.9,13.7
32.4,25.9,37.6,0.5,2,10.9
65.2,24.8,36.7,0.4,1.8,14.4
47.2,24,37.1,0.4,1.8,19.7
22.4,24.5,38,0.4,2.1,34.4
13.3,25.6,39,0.5,1.8,34.8
22.8,27.8,40.4,0.5,1.5,24.5
10.6,29.8,42,0.6,1.8,26.6
5.9,30.6,42.9,0.6,1.4,18.8
5.2,30.5,42.4,0.6,1.6,17.6
8,28.6,40.7,0.7,1.6,14.3
6.8,27.1,39.7,0.7,1.6,13.8
5.5,26.5,38.4,0.7,1.6,12.9
4.7,26.1,38.6,0.6,2,13.6
7.7,27.4,38.3,0.6,2.2,13.7
14.7,27.5,38.8,0.6,2.6,16.2
34.3,28.7,40.1,0.6,1.5,13.8
51.4,27.8,38.1,0.5,1.3,7.4
54.8,25.1,35.1,0.5,1.4,7.6
54.4,22.6,32.3,0.5,1.4,8.8
62,20.2,29.1,0.5,1.1,6.1
61.8,19.5,27.8,0.5,1.2,6.1
60.3,18.5,27.3,0.4,1,6.2
57,17.7,26.1,0.4,1.2,7.6
50,16.3,24.2,0.4,1.1,11.2
46.6,16.1,24.8,0.3,1.2,11
47.9,15.6,24.8,0.4,0.5,8.5
44.1,15.4,23.3,0.3,1.1,10.2
39.9,14.5,22.8,0.3,1,10.7
46.2,13.8,19.9,0.4,1.7,13
48,14.2,19.9,0.4,1.7,11.6
41.8,13.2,20.6,0.4,1.3,13.4
40.2,14.1,20.7,0.4,2.4,12.8
35.9,13.6,21.8,0.4,2,14.9
39.6,13,21,0.3,1.7,11.7
37.3,13.1,21.5,0.3,2,10.5
35.6,12.2,20.9,0.3,1.3,8.1
34.9,11.3,20.3,0.3,1.3,12.3
24.5,10.6,19.4,0.3,1.5,22.1
23.3,10.8,19.2,0.3,2,24.4
27.2,10.6,20.8,0.3,2,22.9
29.7,10.3,21.3,0.3,1.4,22.2
34.9,9.5,21.8,0.4,1.1,15.2
38,9.1,21.2,0.4,1.4,16
41.5,9,20.1,0.4,1.8,15.4
45.1,9.1,19.9,0.4,1.5,12.4
32.4,9,20.8,0.4,2,10.9
32.4,9.7,20.5,0.4,2,10.9
32.4,9.3,21.8,0.3,2,10.9
28.9,10.1,22.6,0.3,1.2,18.9
27.8,10.7,22,0.3,1.5,20.2
27.6,10.8,21.9,0.3,1.6,20
27.1,11.3,20.5,0.3,1.8,18.9
27.7,11.2,19.7,0.4,1.8,17.1
31.6,11.4,19.7,0.4,1.7,13
33.8,10.5,19.2,0.4,1.6,9.9
35.3,9.7,18.6,0.4,2.5,10.4
38.2,9.4,18.4,0.4,2.4,10.1
40,9.1,17.7,0.3,2.1,9.9
46.3,9,17.5,0.3,2.6,8.7
51,9.6,18.6,0.3,2.4,8.7
50.1,9.6,19.8,0.3,2,9.8
49.9,9.8,22.5,0.2,1.9,12.4
54.6,10,25.5,0.3,1.6,10.1
58.4,10.2,28.6,0.3,1.3,9.1
60,10.6,30.3,0.3,1.3,9.2
61.1,11.8,33.2,0.3,1.2,10.4
65.4,12.4,37.3,0.3,1.3,7.4
64.1,14.1,40.4,0.3,1.3,6.9
62.1,13.8,42.5,0.3,1.2,7.2
60.5,13,43.8,0.3,1.1,7
58,13.8,43.9,0.3,1.3,8.3
52.3,13,42.9,0.3,1.2,10.9
49,13.2,42.8,0.3,1.4,11.2
49.3,13.7,41.7,0.3,1.8,10.8
46.4,13.6,39,0.3,1.5,10.9
41.5,13.8,37.4,0.3,1.7,14.6
42.3,13.9,35.5,0.3,1.9,12.7
43.4,13.2,33.1,0.3,1.3,10
26.1,12.8,31,0.3,1.4,16.3
33,13.4,29.2,0.4,1.6,9.9
39.5,14.3,28.2,0.4,1.3,8.9
38.1,14,26.9,0.3,1.6,7.9
32,13.2,30.4,0.3,2,8.2
23.9,13.2,30.1,0.3,2.2,9.6
19.7,16.4,33,0.3,2.2,13.7
17.3,17.2,33,0.3,2.6,17
34.4,18.3,30,0.3,3,14.8
58.9,18.8,32.5,0.3,3.8,12.1
78.3,18.2,35.5,0.4,3.2,9.9
86.9,20.9,41.4,0.4,3.1,8.1
92.4,23.1,47.7,0.4,3.2,7.8
93.3,25.2,51.5,0.4,3,7.1
86.4,25.8,52.5,0.4,2.3,6.4
80.3,25.5,52.3,0.4,2.2,6.6
78.1,26,50.4,0.4,2.5,7.9
74.7,25.1,49.8,0.4,2.7,9.7
64.9,24,49.4,0.4,2.6,13.7
53.4,24.6,50.4,0.4,2.6,10.9
44.5,24.9,51.8,0.4,3.1,17.7
29.8,25.4,52.2,0.4,2.8,26.7
32.2,26.4,52.5,0.5,2.6,26.1
39.4,28,53,0.5,2,14.5
41.8,28.2,50.8,0.5,2,9.9
38.9,28.9,48.7,0.5,2.3,8.9
36.8,28.7,47.1,0.5,2.4,7.7
37,28,46.5,0.5,2.2,8.2
38.6,28.4,47.2,0.4,2,7
33.3,28.1,48,0.4,1.8,11
23.6,28.6,49.8,0.3,1.9,19.9
24.4,29.8,49.3,0.3,2.6,20.3
41.2,30,49.2,0.3,2.5,14.9
54.9,30.2,48.5,0.3,2.6,11.1
61.4,29,46.5,0.3,2.3,9.8
65.1,27.8,46.7,0.3,2.1,6.4
68.3,26.6,46.9,0.3,2.1,5.6
32.4,25.1,47.1,0.3,2,5.2
65.2,24.9,47.5,0.3,2,10.9
63.7,22.6,43.5,0.3,2.4,8.1
61.5,22.4,42.7,0.3,2.2,9.8
62.4,22.8,41.9,0.3,2.2,11.2
58.3,22.8,40.5,0.3,2.5,16.1
58.3,23.9,42.8,0.3,3.3,23.1
34.6,25.8,44.4,0.3,4.5,10.9
10.1,28.5,48.1,0.4,2.6,48.8
13.4,30.9,50.5,0.5,2.5,35.3
9.9,31.8,51.1,0.6,2.5,35.2
10.8,32.6,49.5,0.6,1.5,28.2
12.9,32.1,46.3,0.7,0.5,23.7
17.8,31.1,44.3,0.7,0.5,18.9
16.7,31.2,43.3,0.7,0.5,16.6
22.8,29.9,42.2,0.7,0.5,13
15.8,28.3,41.1,0.6,0.5,15.2
13.5,27.6,39.7,0.5,1.4,22.2
15,27.9,40,0.5,1.9,24.5
24.8,29.3,42,0.5,3,23.9
46,31.8,45.2,0.5,3.9,21.8
66.5,33.3,48.8,0.5,3.1,14.7
81.7,33.9,50.4,0.5,1.6,10.5
85.5,33,50.3,0.5,2.9,9.4
77.3,31.7,49.2,0.5,2.2,7.9
58.5,30.5,48.4,0.5,1.2,9
54.7,30.1,47.8,0.5,0.5,7.5
63.4,29,47.8,0.5,0.5,8.6
50.2,28.6,47.8,0.4,0.5,11
35.8,28.6,48.8,0.4,0.5,15.9
30.9,29.6,49.8,0.4,1,17.7
21.7,30,51.1,0.4,1.5,21.2
11.9,30.6,52.1,0.4,2.7,27.7
5.4,32,53.6,0.4,2.3,32.6
8.6,33.4,55.5,0.4,1.1,29.7
14.6,35.3,56.8,0.5,1.3,27.2
26.4,37.4,56.2,0.5,1.6,13
23.7,37.3,53.9,0.5,1.2,13
13.6,35.8,51.1,0.5,1.1,15.6
16.6,34,47.4,0.5,1.2,11.6
17.9,32.1,44.8,0.5,1.6,9.9
19.5,30.5,41.5,0.5,2.2,15.3
28.6,28.9,39,0.5,2.2,13.2
36.5,29.3,39.6,0.4,2.3,12.4
46.5,29.3,41.4,0.4,3.4,14.7
56.4,30.5,43.8,0.4,2.8,11.1
70.8,31.5,45.2,0.4,4.2,9.9
65.1,31.5,46.3,0.4,2.3,6.9
54.1,29.8,44.4,0.4,1.3,6.3
44.3,27.1,40.5,0.4,1.8,9
41.8,24.8,37.6,0.4,1.5,7.6
41.1,21.8,33.6,0.4,1.8,8.9
39.2,20.5,31.5,0.4,1.4,13
37.4,20.1,31.8,0.4,1.4,14.1
36,20.1,31.5,0.3,1.2,16
35,20.6,31.8,0.4,1.7,18
30.8,21,32.2,0.4,1.6,18.1
27.4,22,32.8,0.4,1.4,17.8
18.1,22.2,32.8,0.4,1.4,21.7
20.6,23.1,33.7,0.4,1.4,16
21.2,23.4,33.3,0.5,2.2,12.2
17.6,23.8,32.6,0.5,2,12.1
14,23.8,32.6,0.5,2.2,10.8
11.5,22.5,30.8,0.4,2.3,11.4
11.4,20.5,28.8,0.4,2.3,10.5
11.7,19,27.2,0.4,2.4,12.4
15.8,18.5,26.6,0.4,3.2,9
20.7,17.7,26.4,0.3,3.5,7.6
23.7,17.4,26.5,0.3,3.6,7.1
27.5,15.9,26.8,0.3,2.5,4.8
28.1,14,25.8,0.3,2.1,3.7
27.3,12.2,24.4,0.3,3.1,6.4
26.2,11,25,0.3,2.8,5.1
26.3,10,24.5,0.3,2.5,4.4
29,9.4,24.4,0.2,2.7,6.2
30.4,9.6,24.7,0.2,1.9,3.7
29,10,24.3,0.2,1.9,4.9
23.1,10.5,24.3,0.2,1.8,6
22.4,10.5,24.5,0.2,1.6,7.3
19.2,10.2,24.3,0.2,2.1,9.3
18.7,10.4,24.5,0.3,1.8,7.5
20,10.5,24.5,0.3,1.8,6.3
20.2,11,24.4,0.3,1.9,5.5
23,11.4,23.6,0.3,1.6,4.8
22.1,11.1,22.1,0.2,1.4,4
18.8,10.5,21,0.2,1.8,5.5
16.4,10.2,20.1,0.2,2.8,7.9
13.4,10.2,20.4,0.2,4,11.5
17.3,10.5,20.8,0.2,2.4,8.5
12.1,11.2,20.7,0.2,2,12.1
14.6,11.4,20.7,0.2,1.9,10.6
